gname,weaptype1,weapsubtype1,count
Ansar al-Sharia (Libya),Firearms,Unknown Gun Type,9
Veterans United for Non-Religious Memorials,Explosives/Bombs/Dynamite,Unknown Explosive Type,2
United National Liberation Front (UNLF),Explosives/Bombs/Dynamite,Other Explosive Type,1
United National Liberation Front (UNLF),Explosives/Bombs/Dynamite,Grenade,1
United National Liberation Front (UNLF),Explosives/Bombs/Dynamite,Vehicle,1
United National Liberation Front (UNLF),Explosives/Bombs/Dynamite,Remote Trigger,4
United National Liberation Front (UNLF),Explosives/Bombs/Dynamite,Unknown Explosive Type,5
United National Liberation Front (UNLF),Firearms,Unknown Gun Type,1
United People's Democratic Front (UPDF) - Bangladesh,Explosives/Bombs/Dynamite,Grenade,1
United People's Democratic Front (UPDF) - Bangladesh,Firearms,Unknown Gun Type,4
Vishwa Hindu Parishad (VHP),Explosives/Bombs/Dynamite,Other Explosive Type,4
Islamic State of Iraq (ISI),Explosives/Bombs/Dynamite,Vehicle,2
Islamic State of Iraq (ISI),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Islamic State of Iraq (ISI),Firearms,Automatic Weapon,1
Army of Islam,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Jemaah Islamiya (JI),Explosives/Bombs/Dynamite,Other Explosive Type,3
Jemaah Islamiya (JI),Explosives/Bombs/Dynamite,Letter Bomb,4
Jemaah Islamiya (JI),Firearms,Unknown Gun Type,1
Kuki National Liberation Front (KNLF),Firearms,Automatic Weapon,1
Kuki National Liberation Front (KNLF),Incendiary,Arson/Fire,1
Tripoli Province of the Islamic State,Explosives/Bombs/Dynamite,Vehicle,3
Syrian Mujahideen,Firearms,Unknown Gun Type,1
Shura Council of Benghazi Revolutionaries,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Shura Council of Benghazi Revolutionaries,Explosives/Bombs/Dynamite,Vehicle,1
Shura Council of Benghazi Revolutionaries,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Shura Council of Benghazi Revolutionaries,Firearms,Rifle/Shotgun (non-automatic),1
Shura Council of Benghazi Revolutionaries,Firearms,Unknown Gun Type,1
Amazigh Islamic Front,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Explosives/Bombs/Dynamite,Other Explosive Type,6
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Explosives/Bombs/Dynamite,Remote Trigger,2
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Explosives/Bombs/Dynamite,Unknown Explosive Type,3
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Explosives/Bombs/Dynamite,Vehicle,9
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Explosives/Bombs/Dynamite,Land Mine,4
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),4
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Melee,Knife or Other Sharp Object,1
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Firearms,Automatic Weapon,2
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Firearms,Unknown Gun Type,17
Al-Qa`ida in the Lands of the Islamic Maghreb (AQLIM),Incendiary,Arson/Fire,1
Aba Cheali Group,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Islamic Movement of Uzbekistan (IMU),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Justice and Equality Movement (JEM),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Justice and Equality Movement (JEM),Firearms,Unknown Gun Type,5
Coordination Committee (CORCOM),Explosives/Bombs/Dynamite,Time Fuse,3
Coordination Committee (CORCOM),Explosives/Bombs/Dynamite,Grenade,2
Coordination Committee (CORCOM),Explosives/Bombs/Dynamite,Remote Trigger,6
Coordination Committee (CORCOM),Explosives/Bombs/Dynamite,Unknown Explosive Type,9
Tamil Makkal Viduthalai Pulikal (TMVP),Incendiary,Gasoline or Alcohol,1
Animal Liberation Front (ALF),Incendiary,Arson/Fire,2
Animal Liberation Front (ALF),Incendiary,Gasoline or Alcohol,1
Boko Haram,Explosives/Bombs/Dynamite,Other Explosive Type,30
Boko Haram,Explosives/Bombs/Dynamite,Time Fuse,7
Boko Haram,Explosives/Bombs/Dynamite,Remote Trigger,3
Boko Haram,Explosives/Bombs/Dynamite,Unknown Explosive Type,267
Boko Haram,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",67
Boko Haram,Explosives/Bombs/Dynamite,Grenade,12
Boko Haram,Explosives/Bombs/Dynamite,Vehicle,64
Boko Haram,Explosives/Bombs/Dynamite,Land Mine,1
Boko Haram,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),35
Boko Haram,Explosives/Bombs/Dynamite,Dynamite/TNT,3
Boko Haram,Melee,Knife or Other Sharp Object,9
Boko Haram,Melee,Rope or Other Strangling Device,1
Boko Haram,Firearms,Automatic Weapon,67
Boko Haram,Firearms,Rifle/Shotgun (non-automatic),7
Boko Haram,Firearms,Unknown Gun Type,537
Boko Haram,Firearms,Handgun,2
Boko Haram,Incendiary,Arson/Fire,97
Boko Haram,Incendiary,Gasoline or Alcohol,9
Mai Mai Bakata Katanga Militia,Firearms,Automatic Weapon,2
Mai Mai Bakata Katanga Militia,Incendiary,Arson/Fire,6
United Baloch Army (UBA),Explosives/Bombs/Dynamite,Other Explosive Type,2
United Baloch Army (UBA),Explosives/Bombs/Dynamite,Grenade,2
United Baloch Army (UBA),Explosives/Bombs/Dynamite,Time Fuse,1
United Baloch Army (UBA),Explosives/Bombs/Dynamite,Unknown Explosive Type,23
United Baloch Army (UBA),Explosives/Bombs/Dynamite,Remote Trigger,9
United Baloch Army (UBA),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",8
United Baloch Army (UBA),Explosives/Bombs/Dynamite,Vehicle,8
United Baloch Army (UBA),Firearms,Automatic Weapon,1
United Baloch Army (UBA),Firearms,Unknown Gun Type,4
Khorasan Chapter of the Islamic State,Firearms,Unknown Gun Type,2
Jaysh Tahkim al-Din,Explosives/Bombs/Dynamite,Vehicle,1
Harkatul Jihad-e-Islami,Explosives/Bombs/Dynamite,Other Explosive Type,1
Moro Ghuraba,Firearms,Automatic Weapon,1
Delta Democratic Militia,Explosives/Bombs/Dynamite,Other Explosive Type,1
al-Madani Brigade,Firearms,Unknown Gun Type,1
Students Islamic Movement of India (SIMI),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,Other Explosive Type,4
National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,Remote Trigger,1
National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,Unknown Explosive Type,35
National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,Vehicle,1
National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,Grenade,4
National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,Land Mine,1
National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,Dynamite/TNT,1
National Liberation Army of Colombia (ELN),Chemical,Poisoning,1
National Liberation Army of Colombia (ELN),Firearms,Rifle/Shotgun (non-automatic),7
National Liberation Army of Colombia (ELN),Firearms,Unknown Gun Type,17
National Liberation Army of Colombia (ELN),Incendiary,Arson/Fire,4
Cyrenaica Self-Defense Force,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Cyrenaica Self-Defense Force,Firearms,Automatic Weapon,1
Jamaat-ul-Ahrar,Explosives/Bombs/Dynamite,Vehicle,1
Jamaat-ul-Ahrar,Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Jamaat-ul-Ahrar,Explosives/Bombs/Dynamite,Grenade,2
Jamaat-ul-Ahrar,Explosives/Bombs/Dynamite,Land Mine,1
Jamaat-ul-Ahrar,Explosives/Bombs/Dynamite,Remote Trigger,3
Jamaat-ul-Ahrar,Firearms,Unknown Gun Type,3
Shan State Army,Firearms,Unknown Gun Type,1
Communist Party of India - Maoist (CPI-Maoist),Melee,"Hands, Feet, Fists",11
Communist Party of India - Maoist (CPI-Maoist),Melee,Knife or Other Sharp Object,41
Communist Party of India - Maoist (CPI-Maoist),Melee,Blunt Object,6
Communist Party of India - Maoist (CPI-Maoist),Firearms,Automatic Weapon,4
Communist Party of India - Maoist (CPI-Maoist),Firearms,Rifle/Shotgun (non-automatic),2
Communist Party of India - Maoist (CPI-Maoist),Firearms,Other Gun Type,1
Communist Party of India - Maoist (CPI-Maoist),Firearms,Unknown Gun Type,173
Communist Party of India - Maoist (CPI-Maoist),Firearms,Handgun,3
Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite,Other Explosive Type,38
Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite,Vehicle,1
Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite,Land Mine,54
Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite,Unknown Explosive Type,32
Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite,Dynamite/TNT,13
Communist Party of India - Maoist (CPI-Maoist),Incendiary,Arson/Fire,79
Communist Party of India - Maoist (CPI-Maoist),Incendiary,Gasoline or Alcohol,10
Jaish al-Adl,Explosives/Bombs/Dynamite,Vehicle,2
Jaish al-Adl,Explosives/Bombs/Dynamite,Land Mine,1
Jaish al-Adl,Firearms,Automatic Weapon,1
Jaish al-Adl,Firearms,Unknown Gun Type,3
David Yau Yau Militia,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5
David Yau Yau Militia,Firearms,Unknown Gun Type,1
Shamiya Front,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Ombatse Cult,Firearms,Unknown Gun Type,1
Hynniewtrep National Liberation Council (HNLC),Firearms,Automatic Weapon,1
Mullah Dadullah Front,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Tiv Militia,Firearms,Unknown Gun Type,1
Enyele Militia,Firearms,Unknown Gun Type,1
Baloch Mussalah Diffah Tanzim (BMDT),Firearms,Unknown Gun Type,1
Ulster Volunteer Force (UVF),Explosives/Bombs/Dynamite,Other Explosive Type,2
Ulster Volunteer Force (UVF),Incendiary,Gasoline or Alcohol,1
Sudan People's liberation Movement - North,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",21
Sudan People's liberation Movement - North,Firearms,Unknown Gun Type,1
Kosovo Liberation Army (KLA),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Janatantrik Terai Madhes Mukti Party- Bhagat Singh (JTMMP),Explosives/Bombs/Dynamite,Other Explosive Type,1
Liwa Ahrar al-Sunna,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",12
Liwa Ahrar al-Sunna,Explosives/Bombs/Dynamite,Vehicle,1
Liwa Ahrar al-Sunna,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Liwa Ahrar al-Sunna,Firearms,Unknown Gun Type,1
A'chik Tiger Force,Explosives/Bombs/Dynamite,Other Explosive Type,1
Mahaz Fedai Tahrik Islami Afghanistan,Explosives/Bombs/Dynamite,Other Explosive Type,1
Mahaz Fedai Tahrik Islami Afghanistan,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Mahaz Fedai Tahrik Islami Afghanistan,Firearms,Handgun,1
Jharkhand Prastuti Committee (JPC),Incendiary,Arson/Fire,1
National Liberation Council of Taniland,Firearms,Unknown Gun Type,1
Orakzai Freedom Movement,Firearms,Unknown Gun Type,1
Garo National Liberation Army,Explosives/Bombs/Dynamite,Other Explosive Type,6
Garo National Liberation Army,Explosives/Bombs/Dynamite,Remote Trigger,2
Garo National Liberation Army,Explosives/Bombs/Dynamite,Grenade,11
Garo National Liberation Army,Explosives/Bombs/Dynamite,Land Mine,2
Garo National Liberation Army,Explosives/Bombs/Dynamite,Unknown Explosive Type,7
Garo National Liberation Army,Melee,Blunt Object,1
Garo National Liberation Army,Firearms,Automatic Weapon,16
Garo National Liberation Army,Firearms,Unknown Gun Type,49
Garo National Liberation Army,Firearms,Handgun,8
Garo National Liberation Army,Incendiary,Arson/Fire,2
Friends of Loukanikos,Incendiary,Arson/Fire,1
Sudan Liberation Army-Minni Minawi (SLA-MM),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3
Sudan Liberation Army-Minni Minawi (SLA-MM),Firearms,Automatic Weapon,2
Sudan Liberation Army-Minni Minawi (SLA-MM),Firearms,Unknown Gun Type,2
Jamaat Tauhid Wal Jihad (Pakistan),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Islamic Front,Firearms,Automatic Weapon,1
Islamic Front,Firearms,Handgun,1
Abu Obaida bin Jarrah Brigade,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5
National Liberation Force of Bengalis (Bangali Janamukti Bahini),Explosives/Bombs/Dynamite,Other Explosive Type,1
National Liberation Force of Bengalis (Bangali Janamukti Bahini),Explosives/Bombs/Dynamite,Time Fuse,3
Lashkar-e-Jhangvi,Explosives/Bombs/Dynamite,Other Explosive Type,4
Lashkar-e-Jhangvi,Explosives/Bombs/Dynamite,Grenade,2
Lashkar-e-Jhangvi,Explosives/Bombs/Dynamite,Vehicle,12
Lashkar-e-Jhangvi,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Lashkar-e-Jhangvi,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),7
Lashkar-e-Jhangvi,Melee,Knife or Other Sharp Object,1
Lashkar-e-Jhangvi,Firearms,Automatic Weapon,7
Lashkar-e-Jhangvi,Firearms,Unknown Gun Type,27
Lashkar-e-Jhangvi,Firearms,Handgun,2
Madhesi Mukti Tigers (MMT),Explosives/Bombs/Dynamite,Other Explosive Type,3
Jaljala Army,Explosives/Bombs/Dynamite,Grenade,1
Vanguards of the Caliphate,Firearms,Unknown Gun Type,1
Government Supporters,Firearms,Unknown Gun Type,1
Mapuche activists,Firearms,Unknown Gun Type,1
Mapuche activists,Incendiary,Arson/Fire,4
Jharkhand Liberation Tigers (JLT),Melee,Knife or Other Sharp Object,1
Jharkhand Liberation Tigers (JLT),Firearms,Unknown Gun Type,1
Convention of Patriots for Justice and Peace,Firearms,Automatic Weapon,5
Convention of Patriots for Justice and Peace,Firearms,Unknown Gun Type,2
313 Brigade (Syria),Explosives/Bombs/Dynamite,Other Explosive Type,2
313 Brigade (Syria),Explosives/Bombs/Dynamite,Vehicle,1
February 14th Movement,Explosives/Bombs/Dynamite,Other Explosive Type,1
February 14th Movement,Explosives/Bombs/Dynamite,Vehicle,1
February 14th Movement,Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Babbar Khalsa International (BKI),Melee,Knife or Other Sharp Object,1
People's Amn Committee,Melee,Unknown Weapon Type,1
People's Amn Committee,Firearms,Unknown Gun Type,1
Paraguayan People's Army (EPP),Explosives/Bombs/Dynamite,Other Explosive Type,4
Paraguayan People's Army (EPP),Explosives/Bombs/Dynamite,Unknown Explosive Type,4
Paraguayan People's Army (EPP),Firearms,Automatic Weapon,2
Paraguayan People's Army (EPP),Firearms,Unknown Gun Type,13
Paraguayan People's Army (EPP),Incendiary,Arson/Fire,2
Ta'ang National Liberation Army (TNlA),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Ses'khona Peoples' Rights Movement,Incendiary,Gasoline or Alcohol,1
Liberation and Justice Movement (LJM),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Liberation and Justice Movement (LJM),Firearms,Automatic Weapon,1
Liberation and Justice Movement (LJM),Firearms,Unknown Gun Type,6
Barqa Province of the Islamic State,Explosives/Bombs/Dynamite,Vehicle,3
Barqa Province of the Islamic State,Melee,Blunt Object,1
Barqa Province of the Islamic State,Incendiary,Arson/Fire,1
"Liberation Army for Presevo, Medvedja and Bujanovac (UCPMB)",Firearms,Unknown Gun Type,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives/Bombs/Dynamite,Vehicle,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives/Bombs/Dynamite,Grenade,2
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives/Bombs/Dynamite,Remote Trigger,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives/Bombs/Dynamite,Unknown Explosive Type,3
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms,Automatic Weapon,7
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms,Unknown Gun Type,10
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms,Handgun,1
Zintani Militia,Firearms,Unknown Gun Type,1
Southern Front,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2
Gunmen,Firearms,Automatic Weapon,4
Gunmen,Firearms,Unknown Gun Type,107
Gunmen,Firearms,Handgun,7
Zero Tolerance,Explosives/Bombs/Dynamite,Other Explosive Type,1
Zero Tolerance,Incendiary,Gasoline or Alcohol,1
Unsubordinated Desires,Explosives/Bombs/Dynamite,Letter Bomb,1
Soldiers of the Caliphate,Explosives/Bombs/Dynamite,Other Explosive Type,2
Manipur Nationalist Revolutionary Party (MNRP),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Bangalee Somo Odhikar Andolon,Firearms,Unknown Gun Type,1
National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK),Firearms,Unknown Gun Type,1
Okba Ibn Nafaa Brigade,Explosives/Bombs/Dynamite,Grenade,2
Okba Ibn Nafaa Brigade,Melee,Knife or Other Sharp Object,1
Patriotic Resistance Front in Ituri (FRPI),Melee,"Hands, Feet, Fists",1
Patriotic Resistance Front in Ituri (FRPI),Firearms,Automatic Weapon,1
Patriotic Resistance Front in Ituri (FRPI),Incendiary,Arson/Fire,1
Separatists,Explosives/Bombs/Dynamite,Other Explosive Type,29
Separatists,Explosives/Bombs/Dynamite,Time Fuse,1
Separatists,Explosives/Bombs/Dynamite,Unknown Explosive Type,52
Separatists,Explosives/Bombs/Dynamite,Remote Trigger,12
Separatists,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3
Separatists,Explosives/Bombs/Dynamite,Grenade,8
Separatists,Explosives/Bombs/Dynamite,Pressure Trigger,1
Separatists,Explosives/Bombs/Dynamite,Vehicle,19
Separatists,Explosives/Bombs/Dynamite,Land Mine,2
Separatists,Explosives/Bombs/Dynamite,Sticky Bomb,1
Separatists,Firearms,Automatic Weapon,39
Separatists,Firearms,Rifle/Shotgun (non-automatic),3
Separatists,Firearms,Unknown Gun Type,32
Separatists,Firearms,Handgun,26
Separatists,Incendiary,Arson/Fire,13
Separatists,Incendiary,Gasoline or Alcohol,12
Bhittani tribe,Firearms,Unknown Gun Type,1
Baloch Liberation Front (BLF),Explosives/Bombs/Dynamite,Other Explosive Type,1
Baloch Liberation Front (BLF),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",20
Baloch Liberation Front (BLF),Explosives/Bombs/Dynamite,Grenade,2
Baloch Liberation Front (BLF),Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Baloch Liberation Front (BLF),Explosives/Bombs/Dynamite,Remote Trigger,5
Baloch Liberation Front (BLF),Firearms,Unknown Gun Type,38
Baloch Liberation Front (BLF),Incendiary,Arson/Fire,2
Libya Revolutionaries Operations Room (lROR),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3
Libya Revolutionaries Operations Room (lROR),Firearms,Unknown Gun Type,3
Greater Damascus Operations Room,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2
Al-Islah Party,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Al-Islah Party,Firearms,Unknown Gun Type,1
Tehama Movement,Melee,Blunt Object,1
Mustafa al-Hujairi Group,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3
Al-Mus'abi Tribe,Firearms,Unknown Gun Type,1
Right-Wing Paramilitaries,Melee,Unknown Weapon Type,1
Cossack Separatists,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",6
Corsican Nationalists,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2
Corsican Nationalists,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Al-Naqshabandiya Army,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5
Al-Naqshabandiya Army,Explosives/Bombs/Dynamite,Vehicle,6
Al-Naqshabandiya Army,Explosives/Bombs/Dynamite,Unknown Explosive Type,6
Al-Naqshabandiya Army,Firearms,Automatic Weapon,1
Al-Naqshabandiya Army,Firearms,Rifle/Shotgun (non-automatic),1
Al-Naqshabandiya Army,Firearms,Unknown Gun Type,4
Diraa al-Shahbaa Rebel Brigade,Firearms,Unknown Gun Type,1
Hamas (Islamic Resistance Movement),Explosives/Bombs/Dynamite,Other Explosive Type,1
Hamas (Islamic Resistance Movement),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Hamas (Islamic Resistance Movement),Explosives/Bombs/Dynamite,Remote Trigger,1
Hamas (Islamic Resistance Movement),Explosives/Bombs/Dynamite,Unknown Explosive Type,12
Hamas (Islamic Resistance Movement),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",64
Hamas (Islamic Resistance Movement),Explosives/Bombs/Dynamite,Grenade,1
Hamas (Islamic Resistance Movement),Explosives/Bombs/Dynamite,Vehicle,1
Hamas (Islamic Resistance Movement),Melee,Blunt Object,1
Hamas (Islamic Resistance Movement),Firearms,Rifle/Shotgun (non-automatic),1
Hamas (Islamic Resistance Movement),Firearms,Unknown Gun Type,5
Muslim Fundamentalists,Melee,Knife or Other Sharp Object,7
Muslim Fundamentalists,Firearms,Automatic Weapon,13
Muslim Fundamentalists,Firearms,Unknown Gun Type,71
Muslim Fundamentalists,Firearms,Handgun,1
Muslim Fundamentalists,Explosives/Bombs/Dynamite,Other Explosive Type,13
Muslim Fundamentalists,Explosives/Bombs/Dynamite,Grenade,5
Muslim Fundamentalists,Explosives/Bombs/Dynamite,Remote Trigger,3
Muslim Fundamentalists,Explosives/Bombs/Dynamite,Unknown Explosive Type,25
Muslim Fundamentalists,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",46
Muslim Fundamentalists,Explosives/Bombs/Dynamite,Vehicle,14
Muslim Fundamentalists,Explosives/Bombs/Dynamite,Land Mine,5
Muslim Fundamentalists,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),4
Muslim Fundamentalists,Incendiary,Arson/Fire,4
Muslim Fundamentalists,Incendiary,Gasoline or Alcohol,4
Zeliangrong United Front,Firearms,Automatic Weapon,1
Zeliangrong United Front,Firearms,Unknown Gun Type,4
Islamic Youth Shura Council,Melee,Rope or Other Strangling Device,1
Gbagbo loyalists,Firearms,Automatic Weapon,2
Gbagbo loyalists,Firearms,Unknown Gun Type,5
Sunni Muslims,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Sunni Muslims,Firearms,Unknown Gun Type,5
Sipah-I-Mohammed,Firearms,Unknown Gun Type,4
National Freedom Party,Firearms,Unknown Gun Type,1
Jewish Defense League (JDL),Melee,Unknown Weapon Type,2
Hmar People's Convention-Democracy (HPC-D),Explosives/Bombs/Dynamite,Other Explosive Type,1
Hmar People's Convention-Democracy (HPC-D),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
M23,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4
M23,Firearms,Unknown Gun Type,3
Jamaat-E-Islami (Bangladesh),Explosives/Bombs/Dynamite,Other Explosive Type,9
Jamaat-E-Islami (Bangladesh),Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Jamaat-E-Islami (Bangladesh),Melee,"Hands, Feet, Fists",1
Jamaat-E-Islami (Bangladesh),Melee,Knife or Other Sharp Object,1
Jamaat-E-Islami (Bangladesh),Firearms,Unknown Gun Type,1
Jamaat-E-Islami (Bangladesh),Incendiary,Arson/Fire,10
Jamaat-E-Islami (Bangladesh),Incendiary,Gasoline or Alcohol,3
South Sudan Liberation Army (SSLA),Explosives/Bombs/Dynamite,Land Mine,2
South Sudan Liberation Army (SSLA),Firearms,Unknown Gun Type,1
Jumuiya ya Taasisi za Kiislam (Community of Muslim Organizations),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Militants,Explosives/Bombs/Dynamite,Vehicle,1
Militants,Explosives/Bombs/Dynamite,Unknown Explosive Type,11
Militants,Explosives/Bombs/Dynamite,Remote Trigger,2
Militants,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",8
Militants,Explosives/Bombs/Dynamite,Grenade,1
Militants,Explosives/Bombs/Dynamite,Land Mine,2
Militants,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),2
Militants,Firearms,Automatic Weapon,2
Militants,Firearms,Unknown Gun Type,8
National Liberation Front of Tripura (NLFT),Explosives/Bombs/Dynamite,Other Explosive Type,1
National Liberation Front of Tripura (NLFT),Firearms,Automatic Weapon,2
National Liberation Front of Tripura (NLFT),Firearms,Unknown Gun Type,15
Ahlu-sunah Wal-jamea (Somalia),Explosives/Bombs/Dynamite,Grenade,1
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,Explosives/Bombs/Dynamite,Other Explosive Type,1
Democratic Front for the Liberation of Palestine (DFLP),Explosives/Bombs/Dynamite,Other Explosive Type,2
Democratic Front for the Liberation of Palestine (DFLP),Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Brigade of al-Mukhtar al-Thaqafi,Firearms,Unknown Gun Type,1
Uighur Separatists,Explosives/Bombs/Dynamite,Other Explosive Type,2
Uighur Separatists,Explosives/Bombs/Dynamite,Vehicle,1
Uighur Separatists,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Uighur Separatists,Explosives/Bombs/Dynamite,Unknown Explosive Type,6
Uighur Separatists,Melee,Knife or Other Sharp Object,7
Abu Bakr Unis Jabr Brigade,Firearms,Automatic Weapon,1
Anarchist Anti-Capitalist Action Group,Incendiary,Flame Thrower,1
Random Anarchists,Incendiary,Arson/Fire,1
Earth Liberation Front (ELF),Explosives/Bombs/Dynamite,Other Explosive Type,1
Earth Liberation Front (ELF),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Core Conspirators for the Extension of Chaos (N£cleo de Conspiradores por la Extensi¢n de Kaos),Explosives/Bombs/Dynamite,Other Explosive Type,1
Kharkiv Partisans,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Kharkiv Partisans,Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Halqa-e-Mehsud,Firearms,Unknown Gun Type,1
Resistencia Galega,Explosives/Bombs/Dynamite,Other Explosive Type,1
Resistencia Galega,Explosives/Bombs/Dynamite,Vehicle,1
Resistencia Galega,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Mujahedeen Shura Council in the Environs of Jerusalem,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5
