rf,extra,xgboost,neuralNetwork,labels
7,7,7,112,7
52,52,52,112,52
52,52,52,112,52
112,112,113,112,112
12,12,28,112,28
1,1,1,112,1
24,24,0,112,30
52,24,24,112,30
112,112,113,112,112
112,112,113,112,112
112,112,113,112,113
112,99,113,112,113
99,99,99,112,99
112,99,112,112,112
4,4,4,112,4
4,4,4,112,4
4,4,4,112,4
4,4,4,112,4
4,4,4,99,4
4,1,4,112,4
4,4,4,99,4
4,4,4,99,4
4,4,1,112,1
5,5,5,99,5
12,12,12,112,12
52,52,52,112,32
5,5,5,99,5
112,112,112,112,112
1,1,1,112,1
1,1,1,99,1
1,1,1,99,1
1,1,1,99,1
52,24,0,99,30
52,24,0,99,30
52,24,0,99,30
0,5,79,99,13
99,99,99,99,99
99,99,99,112,99
99,99,99,99,99
99,99,99,99,99
99,99,99,99,99
99,99,99,113,99
99,99,88,113,0
4,4,1,55,1
4,4,4,55,4
4,4,4,99,4
4,4,4,98,4
114,39,114,110,114
5,5,5,100,5
5,5,5,98,5
5,5,5,99,5
0,4,79,99,79
12,12,12,99,12
12,12,12,112,12
52,52,52,52,52
39,39,114,112,0
3,4,84,99,84
3,3,3,99,3
99,99,99,98,99
99,99,99,99,99
99,99,99,112,99
99,99,99,81,99
99,99,99,81,99
5,5,5,81,5
4,4,4,81,4
4,4,4,2,4
4,4,4,99,4
4,4,4,99,4
4,4,4,99,4
4,4,4,4,4
12,12,12,0,12
57,0,57,60,57
14,5,14,60,14
99,99,99,112,99
5,5,5,112,5
99,99,86,79,86
99,99,64,60,60
5,5,5,81,5
52,52,52,6,52
52,39,52,79,52
52,52,52,113,32
98,4,28,88,28
52,52,52,99,42
5,5,5,81,5
1,1,1,81,1
1,1,1,81,1
1,1,1,81,1
0,4,79,81,79
4,4,102,98,109
99,99,99,112,99
99,99,99,112,99
3,3,3,112,10
52,52,52,98,52
0,5,34,112,6
0,5,34,112,6
4,4,4,113,4
4,1,4,112,4
4,4,4,92,4
4,4,4,81,4
4,4,4,112,4
99,99,99,112,99
99,99,96,112,60
3,3,2,112,2
5,5,5,98,5
5,5,5,98,5
99,99,86,81,60
52,52,52,81,52
52,52,52,0,52
37,37,37,12,37
39,39,114,112,0
4,4,4,101,4
4,4,4,98,4
4,4,4,34,4
4,4,4,81,4
4,4,4,81,4
1,1,1,87,1
112,112,112,98,112
2,5,2,107,2
99,99,99,98,99
99,99,99,52,99
0,5,34,79,0
4,4,4,69,4
3,7,15,98,15
2,2,2,0,55
14,5,55,0,14
4,4,1,92,1
0,0,62,90,0
4,4,4,90,4
4,4,4,90,4
12,12,12,90,12
12,12,12,2,12
12,12,12,2,12
5,5,5,92,5
0,1,84,99,0
0,1,84,30,0
0,1,84,30,0
0,1,84,90,0
0,1,84,90,0
3,3,3,99,3
52,52,52,90,52
1,1,1,75,1
1,1,1,99,1
3,3,3,99,3
109,4,109,86,109
1,1,1,118,1
1,1,1,99,1
1,1,1,51,1
1,1,1,51,1
1,1,1,8,1
1,1,1,52,1
112,112,112,8,113
112,112,112,52,112
0,5,34,8,0
99,99,99,53,99
99,99,99,53,99
99,99,99,53,99
99,99,99,53,99
99,99,99,51,99
4,4,101,53,1
3,5,3,53,10
0,7,7,53,7
0,5,7,53,7
7,7,7,53,7
7,7,7,53,7
79,79,79,0,79
0,4,84,53,0
0,5,44,53,0
0,0,44,8,0
52,112,52,53,52
37,37,54,53,54
79,79,79,53,79
12,12,12,53,12
1,1,1,53,1
1,1,1,51,1
1,4,1,51,1
1,1,1,53,1
1,1,1,53,1
0,5,0,29,0
4,4,4,16,4
4,4,4,16,4
4,4,4,16,4
30,30,24,16,24
30,30,24,16,24
30,99,24,16,24
30,99,24,16,24
7,7,7,16,7
5,5,5,16,5
12,12,12,16,12
62,4,62,16,105
3,3,3,16,3
3,3,3,17,3
5,5,5,84,5
52,52,52,17,52
2,5,87,17,87
0,5,0,17,0
52,52,35,17,82
112,99,112,17,112
112,99,113,17,112
112,99,112,17,112
112,99,113,0,112
112,99,113,17,112
112,99,112,17,112
112,99,113,17,112
112,99,112,17,113
112,99,112,17,112
65,65,65,0,65
1,1,1,17,1
1,1,1,17,1
0,5,79,17,13
0,112,64,17,22
4,4,4,17,4
4,4,4,0,4
4,4,4,17,4
4,4,4,17,4
4,4,4,17,4
4,4,4,17,4
7,7,7,17,7
28,4,56,17,56
0,4,0,17,62
7,5,44,17,44
0,5,6,17,6
0,5,0,17,0
5,5,5,17,5
79,79,79,0,13
1,4,101,0,102
1,1,1,17,1
1,1,1,0,1
99,99,99,0,99
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
1,1,1,17,1
99,99,99,17,99
7,7,7,17,7
98,1,98,17,98
79,79,84,17,79
5,5,5,17,5
0,4,84,17,84
0,5,0,0,0
28,28,28,2,28
39,39,39,17,25
4,4,4,17,4
0,1,0,17,92
3,3,3,9,3
1,1,1,48,1
1,1,1,17,1
1,1,1,17,1
1,1,1,17,1
99,99,99,17,99
99,99,99,17,99
99,99,99,0,99
99,99,99,17,99
52,52,52,17,52
0,1,0,17,88
0,62,79,17,79
4,4,4,17,4
5,5,5,17,5
5,5,54,17,54
4,4,4,17,4
112,112,112,17,112
2,3,2,17,2
3,3,3,17,3
0,5,111,17,111
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
99,99,99,17,99
99,99,99,48,99
99,99,99,17,60
24,24,24,17,24
12,12,62,0,99
0,5,0,0,0
12,12,12,0,12
3,3,3,0,3
5,5,5,0,5
5,5,5,0,5
5,5,5,0,5
28,4,56,0,56
0,4,62,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,25,99
99,99,99,37,99
12,12,62,25,62
12,4,62,25,62
12,12,62,25,62
4,4,109,25,109
28,4,62,0,62
4,4,4,4,4
3,3,3,34,3
4,4,4,34,4
12,12,12,60,12
5,5,5,6,5
98,4,62,34,0
98,4,56,37,0
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,0,99
99,99,99,33,99
99,99,99,0,99
99,99,99,52,99
5,5,5,33,5
5,5,5,0,5
5,5,5,82,5
79,79,84,0,79
3,3,10,0,10
81,81,81,0,81
0,5,0,8,34
0,5,0,34,34
4,4,4,34,4
5,5,5,34,5
5,5,5,28,5
5,5,5,57,5
2,5,69,57,2
12,12,12,34,12
112,99,25,43,39
79,79,79,0,84
65,65,65,34,65
99,99,99,0,99
4,4,4,34,4
99,99,99,0,99
12,12,12,33,12
7,7,7,0,7
24,24,24,97,24
4,4,1,97,101
4,4,4,97,0
79,79,13,77,13
79,79,13,5,13
5,5,5,5,5
3,3,3,97,3
1,4,1,0,1
52,52,52,91,52
4,4,109,0,109
4,4,4,0,4
4,4,4,34,4
4,4,4,34,4
112,99,113,34,112
3,3,3,91,85
5,5,5,84,5
5,5,5,0,5
2,5,2,0,55
99,99,86,34,99
99,99,86,52,99
0,5,84,52,84
99,99,60,0,60
81,99,74,93,74
99,99,60,25,88
99,99,99,93,99
99,99,99,62,99
99,99,99,57,60
99,99,99,87,60
4,4,103,0,0
4,4,103,0,0
0,1,79,33,84
5,5,5,52,5
0,5,34,70,0
0,5,6,0,34
0,5,6,0,34
112,112,113,0,112
3,3,85,0,85
0,5,7,57,15
5,5,5,81,5
5,5,5,37,5
5,5,5,37,5
99,99,99,37,99
4,4,101,0,1
99,99,99,5,99
12,12,12,3,12
12,12,12,5,12
4,4,101,1,1
99,99,99,0,99
12,12,12,0,12
99,99,99,34,99
5,5,5,4,5
99,99,64,52,0
112,112,113,5,113
52,52,52,52,52
1,1,1,52,1
99,99,99,4,99
3,3,85,52,85
1,1,1,0,1
99,99,86,0,86
39,39,39,58,39
12,12,12,58,12
4,4,1,3,1
4,4,4,34,4
4,4,4,46,4
112,99,112,34,113
112,112,112,85,112
99,99,99,4,99
99,99,99,4,99
98,98,98,10,98
99,99,64,0,64
12,12,12,0,12
12,12,12,82,12
12,12,12,12,12
1,4,1,2,1
81,81,81,2,81
52,52,52,0,52
99,99,99,0,99
22,99,22,0,22
5,5,5,0,5
5,5,5,34,5
2,5,2,0,2
12,12,12,34,12
22,99,22,39,22
4,4,4,0,4
4,4,4,1,4
4,1,4,0,4
4,4,4,98,4
99,99,99,34,99
99,99,99,10,99
98,28,98,2,98
7,7,7,64,7
7,7,7,0,7
7,7,7,5,7
99,99,99,0,86
79,79,79,5,13
5,5,5,0,5
5,5,5,0,5
99,99,99,0,99
1,1,1,34,1
0,5,2,0,34
99,99,99,0,99
4,4,116,64,116
4,4,116,2,116
4,4,116,5,116
4,4,116,2,116
3,3,85,34,3
1,4,1,2,0
5,5,5,0,5
5,5,5,79,5
5,5,5,2,5
4,4,4,69,4
4,4,4,34,4
4,4,4,2,4
99,99,99,8,99
99,99,99,95,99
24,24,24,0,24
99,99,99,52,99
99,99,99,2,99
5,5,5,5,5
99,99,60,5,88
4,4,4,57,4
4,4,4,8,4
5,5,5,52,5
5,5,5,5,5
5,5,5,14,5
5,5,5,52,5
4,4,4,43,4
12,12,12,43,12
12,12,12,5,12
12,12,12,52,12
12,12,12,4,12
12,12,12,0,12
112,99,112,25,112
5,5,5,52,5
1,1,1,52,1
0,5,6,5,6
61,92,61,69,92
4,4,116,8,116
4,4,116,52,116
112,112,112,52,112
6,5,0,52,34
3,3,3,0,3
5,5,5,0,5
5,5,5,85,5
5,5,5,52,5
5,5,5,0,5
99,99,88,52,115
5,5,5,57,5
4,4,4,57,4
5,5,5,57,5
5,5,5,57,5
99,99,99,57,99
0,54,37,57,37
99,99,64,57,64
5,5,5,57,5
5,5,5,57,5
5,5,5,57,5
5,5,5,57,5
81,81,81,57,81
52,52,35,52,23
0,0,0,0,38
0,0,0,14,0
112,99,76,57,25
5,5,5,57,5
5,5,5,52,5
4,4,4,82,4
24,24,24,52,24
24,24,24,52,24
3,3,3,14,85
4,4,4,14,4
4,4,4,52,4
5,5,5,1,5
5,5,5,5,5
5,5,5,52,5
5,5,5,2,5
5,5,5,62,5
111,5,111,5,0
99,99,99,0,99
112,99,112,52,112
3,5,85,91,85
3,3,85,14,85
3,3,85,57,85
0,5,0,14,36
0,5,36,86,36
0,5,36,95,36
0,5,36,98,36
0,5,36,0,36
0,5,36,57,36
52,99,0,98,27
52,0,52,60,35
5,5,5,0,5
12,12,12,52,12
4,4,4,28,4
4,4,4,52,4
4,4,4,0,4
81,99,47,0,22
24,24,24,91,24
24,24,24,98,24
4,4,4,0,4
37,4,37,52,37
24,24,24,57,24
1,1,102,2,101
5,5,5,52,5
5,5,5,0,5
3,3,85,2,85
52,52,52,2,52
99,99,99,2,99
99,99,99,0,99
99,99,99,52,99
99,99,99,57,99
99,99,99,57,99
99,99,99,57,99
99,99,99,8,99
99,99,99,52,99
99,99,99,105,99
99,99,99,23,99
99,99,99,28,99
99,99,99,98,99
99,99,99,98,99
99,99,99,52,99
99,99,99,0,99
99,99,99,95,99
99,99,99,95,99
99,99,99,95,99
99,99,99,95,99
99,99,99,0,99
112,99,112,52,112
52,99,57,52,52
5,5,5,52,2
12,5,5,57,2
5,5,5,14,5
12,12,12,14,12
4,4,101,98,1
7,7,7,98,7
7,7,7,52,7
39,39,114,34,39
4,4,4,95,4
14,5,14,14,14
57,57,57,98,57
52,52,52,98,52
5,5,5,98,5
12,12,12,98,12
57,57,57,8,57
12,12,100,8,100
99,99,99,95,99
99,99,99,39,99
99,99,99,81,99
99,99,99,107,99
99,99,99,69,99
99,99,99,71,99
99,99,99,57,99
5,5,5,69,5
5,5,5,69,5
17,5,111,69,111
4,1,109,52,109
112,112,112,107,112
112,112,112,37,112
12,12,12,57,12
112,99,113,71,112
3,3,85,14,3
3,3,3,55,3
3,3,3,2,3
12,12,12,57,12
12,12,12,98,12
5,5,5,1,5
7,7,7,95,7
7,7,7,0,7
3,3,46,14,46
3,3,3,3,3
52,52,52,65,52
5,5,5,98,5
2,5,2,4,2
99,99,99,71,99
99,99,99,52,99
99,99,99,52,99
5,5,5,52,5
103,103,103,0,103
103,103,103,98,103
99,99,99,98,99
99,99,99,86,99
109,4,109,33,109
99,99,67,0,9
3,3,10,5,10
4,4,4,5,4
5,5,37,5,37
52,52,52,5,52
0,5,34,14,6
99,99,99,14,99
5,5,5,5,5
5,5,5,5,5
1,1,1,5,1
1,1,1,5,1
1,1,1,52,1
3,3,3,52,3
52,52,23,34,64
52,52,23,52,64
5,5,5,69,5
39,39,39,23,25
4,4,4,5,4
4,4,4,8,4
5,5,5,5,5
112,112,112,52,113
28,4,28,14,28
99,99,99,52,99
99,99,99,5,99
1,1,1,5,1
1,1,1,5,1
52,52,52,5,32
6,5,6,1,6
5,5,5,5,5
57,57,57,5,57
4,4,101,79,1
99,99,88,69,0
99,99,88,5,0
0,1,84,52,0
0,1,79,79,0
0,1,0,5,0
4,4,4,5,4
4,4,4,99,4
5,5,5,5,5
99,99,86,71,99
5,5,5,71,5
112,99,112,91,113
2,5,2,95,107
112,112,8,5,8
99,99,99,57,99
99,99,99,5,99
57,52,57,52,57
1,1,1,5,1
1,1,1,5,1
3,3,3,5,3
1,1,1,71,1
99,99,99,5,99
52,52,52,1,52
79,79,79,5,79
0,1,84,1,0
0,1,84,0,0
0,1,84,5,0
4,4,4,0,4
4,4,4,5,4
2,5,0,5,2
3,3,10,5,10
5,5,5,1,5
5,5,5,1,5
5,5,5,5,5
14,5,55,5,2
79,79,79,5,79
79,79,79,5,79
5,5,5,47,5
5,5,5,47,5
3,3,3,47,3
52,52,82,5,52
1,1,1,5,1
99,99,99,1,99
99,99,99,1,99
99,99,99,1,99
99,99,99,0,99
99,99,99,14,99
99,99,99,92,99
99,99,99,52,99
0,1,84,88,0
52,52,52,107,52
5,5,5,5,5
12,12,100,5,0
12,12,12,5,12
5,5,5,34,5
28,4,56,0,56
99,99,99,5,99
28,4,28,57,28
28,4,28,5,28
5,5,5,69,5
5,5,5,1,5
5,5,5,33,5
12,12,12,4,12
5,5,5,0,5
5,5,5,107,5
5,5,5,5,5
6,5,6,79,34
112,112,112,5,113
22,99,22,5,22
3,3,3,52,85
6,5,6,1,6
5,5,5,107,5
5,5,5,99,5
4,4,4,99,4
14,5,14,14,14
14,5,14,0,14
7,7,7,5,7
5,5,5,5,0
3,3,3,5,10
3,3,3,1,3
28,4,28,99,28
5,5,5,5,5
52,52,52,57,52
1,1,1,3,1
1,1,1,4,1
4,4,4,14,4
4,4,4,5,4
3,3,3,95,3
3,3,3,2,3
3,3,3,5,3
3,3,3,5,3
5,5,5,5,5
79,79,79,5,79
0,5,6,86,34
79,79,79,5,79
112,99,60,5,113
0,1,0,5,84
0,17,0,102,79
0,17,62,84,79
0,17,0,1,79
52,52,52,7,52
99,99,99,57,99
17,5,111,34,111
99,99,99,4,99
99,99,99,4,99
99,99,99,5,99
99,99,99,5,99
99,99,99,1,99
62,4,99,90,62
99,99,64,99,64
99,99,99,64,0
99,99,99,5,99
99,99,99,5,99
0,1,0,5,0
12,12,12,5,12
12,12,12,5,12
5,5,5,95,5
5,5,5,1,5
3,3,3,1,3
64,99,64,105,64
99,99,99,105,99
52,52,52,5,52
1,1,1,5,1
2,5,2,5,2
0,1,79,52,84
99,99,99,1,99
99,99,99,1,99
99,99,99,1,99
99,99,99,5,99
99,99,99,5,99
112,99,113,5,112
112,99,112,5,112
3,3,3,5,10
4,4,4,5,4
99,99,88,52,88
3,3,3,95,85
5,5,5,107,5
12,12,12,5,28
79,79,79,12,79
5,5,5,1,5
52,52,52,52,52
1,1,1,4,1
99,99,99,5,99
99,99,99,5,99
17,4,111,1,111
99,99,99,1,75
112,99,112,1,112
5,5,5,1,5
112,112,112,1,113
39,39,114,73,25
12,12,12,4,12
4,4,4,4,4
5,5,5,4,5
5,5,5,4,5
3,3,85,4,3
98,1,98,4,98
5,5,5,69,5
5,5,5,5,2
98,1,28,5,28
79,79,84,5,79
79,79,79,4,79
5,5,5,5,5
1,1,1,5,1
1,1,1,15,1
1,1,1,15,1
4,4,101,0,1
7,7,7,5,7
7,7,7,34,7
2,3,2,4,2
0,5,97,4,0
112,99,113,4,112
99,99,99,4,99
99,99,99,4,99
99,99,99,4,99
99,99,99,5,99
99,99,99,5,99
112,112,113,5,112
0,0,0,7,0
52,52,52,5,11
2,5,55,1,14
112,52,33,4,0
14,14,14,4,14
7,7,7,4,7
12,12,12,4,12
5,5,5,4,5
99,99,99,4,99
5,5,5,4,5
5,5,5,4,5
79,79,13,4,79
79,79,79,4,79
17,4,111,5,111
3,3,85,64,3
99,99,99,7,99
99,99,99,52,99
5,5,2,52,0
1,1,1,12,1
98,1,98,1,98
112,99,113,4,112
7,7,7,4,7
7,7,7,4,7
4,4,4,4,48
4,4,4,4,4
12,0,12,4,62
7,7,7,4,7
82,82,82,4,66
5,5,5,4,5
5,5,5,5,5
5,5,5,12,5
5,5,5,52,5
12,12,62,5,99
112,99,112,1,113
112,99,112,1,112
112,99,112,1,112
112,99,112,1,112
112,99,112,99,112
52,52,52,102,52
9,99,9,4,60
2,5,2,4,117
39,39,39,4,25
86,99,86,114,86
99,99,86,5,86
4,4,4,5,4
3,3,10,5,10
12,12,12,12,12
98,4,98,98,26
1,1,102,0,102
52,52,0,114,35
3,3,3,5,85
3,3,3,4,85
99,99,99,4,99
0,99,30,4,0
5,5,34,4,6
1,1,1,4,1
1,1,1,4,1
1,4,1,12,1
0,0,117,8,0
99,99,99,14,99
4,4,4,5,4
12,12,12,5,12
4,4,4,52,4
7,7,7,52,7
7,7,7,52,7
5,5,5,98,5
3,3,34,52,34
99,99,99,5,99
99,99,99,1,99
0,5,34,1,34
52,52,52,1,52
5,5,5,52,5
5,5,5,34,5
99,99,88,34,0
3,3,3,4,10
12,12,12,4,12
12,12,12,4,12
7,7,7,4,7
5,5,5,4,5
99,99,86,10,86
5,5,5,5,5
5,5,5,5,5
5,5,5,52,5
99,99,99,52,99
112,112,112,37,112
3,3,3,39,3
0,5,34,4,6
99,99,60,4,60
0,5,34,4,6
0,0,38,4,0
112,99,112,4,112
4,4,4,1,4
4,4,4,69,4
4,4,4,0,4
99,99,99,4,99
99,99,99,14,99
99,99,99,101,99
12,12,12,62,12
12,12,12,4,12
12,12,12,4,12
5,5,5,12,5
112,112,112,12,112
5,5,5,12,5
17,5,111,5,111
99,99,99,0,99
5,5,5,0,2
99,99,99,0,99
99,99,99,0,99
1,1,1,0,1
112,112,112,52,112
4,4,4,1,4
4,4,4,1,4
4,4,4,1,4
60,0,60,1,9
60,0,60,1,9
5,5,5,1,5
12,12,12,1,12
5,5,5,1,5
98,4,28,0,28
99,99,99,102,99
99,99,99,7,99
99,99,99,7,99
99,99,99,7,99
1,1,1,7,1
99,99,99,0,99
5,5,5,44,5
112,112,112,44,113
0,5,0,52,0
5,5,5,34,5
7,5,77,12,93
7,5,77,1,93
4,4,101,1,1
0,0,0,1,30
4,4,4,1,4
4,4,4,1,4
4,4,101,0,1
3,3,3,4,3
99,99,86,4,86
5,5,5,4,5
9,99,9,7,60
1,1,1,5,1
0,5,79,12,84
52,52,52,105,52
5,5,5,5,5
81,81,81,52,81
81,81,81,14,81
81,81,81,0,81
0,5,0,52,6
4,4,4,65,4
4,1,4,1,4
4,4,4,1,4
4,1,4,4,4
3,3,85,4,10
5,5,5,4,5
0,0,58,4,72
1,1,101,4,101
5,5,5,4,5
0,5,34,7,6
99,99,88,0,0
5,5,5,0,5
5,5,5,34,5
99,99,99,5,99
38,38,38,1,38
3,3,15,1,15
5,5,5,1,5
5,5,5,7,5
5,5,5,5,5
39,39,39,0,39
5,5,5,28,5
99,99,99,39,99
99,99,99,4,99
99,99,99,1,99
99,99,99,1,99
99,99,99,1,99
99,99,99,1,99
99,99,99,52,99
81,81,81,4,81
1,1,1,5,1
5,5,5,89,5
5,5,5,4,5
52,52,52,10,35
5,5,5,0,5
5,5,5,12,5
5,5,5,5,5
3,3,3,5,3
4,4,4,5,4
39,39,39,62,25
14,5,14,4,55
99,99,99,4,99
99,99,99,12,99
7,7,7,5,7
99,99,86,98,86
3,3,15,98,15
3,3,15,5,15
5,5,5,5,5
7,7,7,5,7
7,7,7,4,7
39,39,39,5,114
5,5,5,5,2
7,7,7,5,7
14,5,14,69,14
4,4,101,12,1
99,99,99,65,99
99,99,99,4,99
99,99,99,12,99
5,5,5,7,5
1,1,1,24,0
52,52,0,102,23
112,112,112,79,112
112,112,112,5,112
99,99,99,1,99
5,5,5,52,5
12,12,12,4,12
52,52,52,4,52
4,4,4,4,4
4,4,4,5,4
4,4,4,5,4
1,1,1,81,1
99,99,99,98,99
99,99,99,98,75
99,99,99,5,99
112,112,112,0,112
112,99,112,5,112
112,99,112,5,112
1,4,1,5,1
1,4,1,101,1
1,4,1,12,1
7,7,7,12,7
5,5,5,4,5
5,5,5,12,5
98,4,28,5,28
99,99,99,64,99
4,4,4,52,4
4,1,4,1,4
5,5,5,1,5
14,5,55,12,2
64,99,64,101,64
0,0,0,4,0
3,3,3,4,3
0,14,0,12,6
5,5,5,12,63
4,4,4,12,4
112,99,112,1,112
64,99,64,52,64
99,99,99,5,99
99,99,99,5,99
5,5,5,69,5
0,0,99,12,0
81,81,81,4,81
81,81,81,4,81
81,81,81,4,81
81,81,81,4,81
81,81,81,7,81
81,81,81,7,81
81,81,81,7,81
81,81,81,79,81
81,81,81,5,81
81,81,81,5,81
81,81,81,1,81
81,81,81,4,81
81,81,81,5,81
12,12,12,5,12
52,24,24,5,30
3,3,3,4,3
4,4,4,4,4
4,4,4,4,4
4,4,4,24,4
4,4,4,5,4
14,14,14,4,14
5,5,5,4,5
3,4,0,5,0
5,5,5,5,5
5,5,5,5,5
0,5,36,5,36
0,5,36,4,36
5,5,5,12,5
12,12,0,12,0
1,1,1,12,1
99,99,99,12,99
99,99,99,12,99
99,99,99,5,99
99,99,99,1,99
99,99,99,0,99
99,99,99,5,99
112,99,112,5,112
112,99,112,5,112
112,99,112,5,112
112,99,112,88,112
5,5,5,5,5
12,12,12,4,12
52,24,24,5,30
7,7,7,5,7
7,7,7,0,7
3,3,3,5,85
1,4,1,5,1
99,99,99,5,99
99,99,99,5,99
5,5,5,7,5
5,5,5,15,5
0,5,0,0,93
99,99,86,5,86
3,3,3,5,3
5,5,5,4,5
5,5,5,24,5
5,5,5,24,5
5,5,5,4,5
5,5,5,4,5
5,5,5,5,5
8,8,30,5,8
5,5,5,5,5
57,57,57,5,57
57,57,57,5,57
12,12,12,111,12
12,12,12,34,12
3,3,3,34,3
14,14,55,0,0
14,14,14,0,0
99,99,60,5,88
10,5,10,12,10
5,5,5,4,5
99,99,99,4,99
99,99,99,4,99
99,99,99,24,99
99,99,99,24,99
14,0,58,4,0
5,5,5,37,5
0,0,0,24,0
52,52,33,5,33
112,112,112,5,112
8,8,8,52,8
1,1,1,52,1
52,52,52,95,52
99,99,99,95,99
99,99,50,5,50
99,99,99,98,99
99,99,99,4,75
99,99,99,7,99
99,99,99,7,99
99,99,99,114,99
99,99,99,4,99
99,99,99,14,99
99,99,99,57,99
12,1,62,52,99
12,1,62,5,99
12,1,62,12,99
98,4,28,57,28
2,5,55,5,95
2,5,2,5,55
4,4,4,98,4
12,12,12,3,12
4,4,4,3,4
5,5,5,3,5
5,5,5,12,5
12,4,99,12,62
52,52,33,5,33
112,112,112,7,112
112,112,112,7,112
0,5,34,85,34
112,112,112,3,112
112,112,112,52,112
5,5,5,5,5
5,5,5,97,5
1,1,1,5,1
1,4,1,103,1
99,99,99,103,99
0,5,34,99,6
99,99,99,10,99
2,5,0,4,107
99,99,99,0,99
109,1,116,52,47
99,99,60,34,99
99,99,60,5,99
99,99,60,5,99
99,99,60,1,99
5,5,5,1,5
2,5,0,1,6
12,12,12,3,12
4,4,4,52,4
4,4,4,52,4
4,4,4,34,4
4,4,4,39,4
24,24,24,4,24
5,5,5,4,5
1,4,1,5,1
112,52,39,98,33
81,81,81,1,81
81,81,81,1,81
52,52,52,52,11
99,99,99,34,99
99,99,99,5,99
99,99,99,57,75
99,99,99,101,99
112,99,112,88,112
5,5,5,88,5
0,4,98,84,0
2,5,2,84,95
2,5,2,0,2
5,5,5,4,5
5,5,5,4,5
4,4,4,5,4
81,99,74,5,9
4,4,4,112,4
4,4,4,112,4
99,99,0,1,0
81,99,81,1,22
5,5,5,3,5
52,52,52,1,52
99,99,99,52,99
99,99,99,84,99
99,99,99,84,99
99,99,99,84,99
98,1,98,4,98
65,65,65,4,65
0,4,111,69,111
99,99,99,10,99
99,99,99,5,99
99,99,99,5,99
99,99,99,5,99
99,99,99,95,99
99,99,99,5,99
99,99,99,5,99
99,99,99,3,99
99,99,99,52,99
99,99,99,1,99
99,99,99,84,99
99,99,99,52,99
99,99,99,5,99
5,5,5,12,5
5,5,5,12,5
99,99,86,5,86
5,5,5,98,5
5,5,5,98,5
4,4,4,98,4
4,4,4,5,4
4,4,4,5,4
4,4,4,5,4
7,7,7,12,7
98,4,98,5,98
3,3,85,100,3
3,5,10,5,85
3,3,10,34,10
3,3,10,5,10
39,39,39,5,39
112,99,112,4,112
1,1,1,14,1
2,5,107,14,107
2,5,107,7,107
5,5,5,5,5
109,1,106,3,0
109,1,106,3,0
99,99,99,98,99
98,4,62,5,62
99,99,60,52,60
99,99,60,1,60
99,99,60,1,60
99,99,60,4,60
99,99,60,4,60
1,1,102,3,102
0,5,34,3,0
4,4,106,3,116
4,4,116,3,116
28,1,28,5,28
28,1,28,52,28
28,1,28,62,28
28,1,28,64,28
5,5,5,99,5
98,1,98,79,98
99,99,99,12,99
3,3,85,12,3
99,99,99,5,99
3,3,3,5,3
2,5,34,3,0
2,5,2,64,2
1,1,1,52,1
81,81,81,68,81
81,81,81,69,81
81,81,81,3,81
81,99,81,4,81
1,4,1,5,1
109,4,109,0,109
99,99,99,79,99
99,99,99,5,99
52,52,52,52,52
99,99,99,1,99
99,99,99,5,99
99,99,99,114,99
99,99,99,12,99
0,1,84,4,0
4,4,106,5,116
0,37,54,5,54
99,99,99,85,99
99,99,99,5,99
28,1,28,5,28
28,1,28,98,28
28,1,28,79,28
28,1,28,79,28
112,99,113,5,112
7,7,7,1,7
28,1,28,1,28
28,1,28,1,28
28,1,28,101,28
112,99,39,7,39
5,5,5,7,5
98,4,98,3,98
98,1,98,97,98
98,4,98,0,98
98,4,98,52,98
98,4,98,14,98
98,4,98,57,98
4,4,4,14,4
4,4,4,7,4
4,4,4,12,4
3,3,3,5,3
4,4,1,5,1
99,99,99,5,99
99,99,99,79,99
4,4,1,79,1
4,4,109,3,109
4,4,109,69,109
0,5,107,1,0
99,99,99,7,99
52,99,52,7,52
52,52,52,4,52
99,99,99,4,99
99,99,99,62,99
99,99,99,7,99
6,5,89,5,89
4,4,116,5,116
98,1,98,34,98
98,1,98,34,98
5,5,5,52,5
99,99,99,39,60
85,85,85,4,10
14,5,55,10,0
112,99,112,12,112
5,5,5,98,5
5,5,5,101,5
5,5,5,0,5
82,82,82,0,32
1,1,1,34,1
99,99,99,1,99
99,99,99,1,99
99,99,99,1,99
99,99,99,91,99
99,99,99,4,99
0,4,111,98,111
52,99,52,4,52
52,99,52,7,52
52,52,52,7,52
5,5,5,5,5
3,3,3,52,3
112,112,112,5,112
112,99,112,5,112
2,5,55,99,14
0,39,114,3,114
12,12,12,12,12
98,4,98,12,98
0,4,98,7,98
98,4,98,5,98
98,4,98,5,98
98,4,98,5,98
12,12,12,5,12
99,99,60,3,88
4,4,4,34,4
4,4,4,34,4
62,12,58,104,62
3,3,3,4,3
5,5,5,4,5
5,5,5,4,5
99,99,99,12,99
99,99,99,12,99
5,5,5,12,5
112,99,112,5,113
112,112,112,5,112
112,112,113,5,112
4,4,109,1,109
109,4,109,4,109
3,3,3,4,3
39,39,39,4,39
98,4,98,59,98
98,4,98,81,98
98,4,98,5,98
